TABLE_NAME,DESCRIPTEUR,SÉQUENCE DE DESCRIPTEURS,NOM DE L’ÉLÉMENT,DESCRIPTION DE L’ÉLÉMENT
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 021,0 02 101,Type d'antenne,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 021,2 01 130,Changer le champ de données,8 bits de long
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 021,0 02 106,Ouverture de faisceau à 3 dB,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 021,2 01 000,Changement du champ de données,Annuler
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 021,2 01 132,Changer le champ de données,11 bits de long
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 021,2 02 130,Changer d'échelle,Échelle: -6
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 021,0 02 121,Fréquence moyenne,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 021,2 02 000,Changement d'échelle,Annuler
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 021,2 01 000,Changement du champ de données,Annuler
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 021,2 01 133,Changer le champ de données,11 bits de long
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 021,2 02 129,Changer d'échelle,Échelle: 0
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 021,0 25 001,Distance de la porte d'intégration,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 021,2 02 000,Changement d'échelle,Annuler
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 021,2 01 000,Changement du champ de données,Annuler
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 022,0 07 007,(Profileur du vent: données traitées concernant le vent) Hauteur,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 022,2 04 001,Ajouter un champ associé,1 bit de long
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 022,0 31 021,Signification du champ associé,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 022,0 11 001,Direction du vent,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 022,2 04 000,Ajout d'un champ associé,Annuler
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 022,0 11 002,Vitesse du vent,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 022,2 04 001,Ajouter un champ associé,1 bit de long
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 022,0 31 021,Signification du champ associé,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 022,0 11 006,Composante w,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 022,2 04 000,Ajout d'un champ associé,Annuler
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 022,0 21 030,Rapport signal-bruit,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 023,0 07 007,(Profileur du vent: données brutes concernant le vent) Hauteur,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 023,0 21 091,Qième moment du spectre Doppler du signal radar,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 023,0 21 030,Rapport signal-bruit,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 023,2 02 129,Changer d'échelle,Échelle: 2
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 023,0 21 014,Vitesse Doppler moyenne (radiale),
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 023,2 01 129,Changer le champ de données,9 bits de long
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 023,0 21 017,Largeur spectrale de la vitesse Doppler,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 023,2 02 000,Changement d'échelle,Annuler
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 023,2 01 000,Changement du champ de données,Annuler
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 024,0 07 007,(Mode RASS: données traitées RASS (Système de sondage radio-acoustique)) Hauteur,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 024,2 04 001,Ajouter un champ associé,1 bit de long
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 024,0 31 021,Signification du champ associé,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 024,0 12 007,Température virtuelle,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 024,0 11 006,Composante w,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 024,2 04 000,Ajout d'un champ associé,Annuler
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 024,0 21 030,Rapport signal-bruit,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 025,0 07 007,(Mode RASS: données brutes RASS (Système de sondage radio-acoustique)) Hauteur,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 025,0 21 091,Qième moment du spectre Doppler du signal radar,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 025,0 21 030,Rapport signal-bruit,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 025,0 02 129,Changer d'échelle,Échelle: 2
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 025,0 21 014,Vitesse Doppler moyenne (radiale),
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 025,2 01 129,Changer le champ de données,9 bits de long
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 025,0 21 017,Largeur spectrale de la vitesse Doppler,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 025,2 02 000,Changement d'échelle,Annuler
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 025,2 01 000,Changement du champ de données,Annuler
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 025,0 21 092,Qième moment du spectre Doppler du signal RASS,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 025,0 21 030,Rapport signal-bruit,Par rapport au signal RASS
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 025,0 25 092,Vitesse de propagation acoustique,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 025,2 01 129,Changer le champ de données,9 bits de long
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 025,2 02 129,Changer d'échelle,Échelle: 2
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 025,0 21 017,Largeur spectrale de la vitesse Doppler,Par rapport au signal RASS
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 025,2 02 000,Changement d'échelle,Annuler
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 025,2 01 000,Changement du champ de données,Annuler
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 026,0 07 007,(Flux de données RASS (Système de sondage radio-acoustique)) Hauteur,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 026,2 04 001,Ajouter un champ associé,1 bit de long
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 026,0 31 021,Signification du champ associé,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 026,0 12 007,Température virtuelle,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 026,0 25 091,Constante structurelle de l'indice de réfraction (Cn2),
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 026,0 11 071,Flux de quantités de mouvement vertical de turbulence,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 026,0 11 072,Flux de la poussée verticale de turbulence,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 026,0 11 073,Énergie cinétique de turbulence,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 026,0 11 074,Énergie de dissipation,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 026,2 04 000,Ajout d'un champ associé,Annuler
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 027,0 21 118,"(Spécification du radar, surface équivalente radar normalisée, coefficient de variance Kp) Correction d'atténuation sur sigma-0",
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 027,2 02 129,Changer d'échelle,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 027,2 01 132,Changer le champ de données,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 027,0 02 112,Angle d'ouverture du faisceau radar,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 027,2 01 000,Changement du champ de données,Annuler
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 027,2 01 131,Changer le champ de données,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 027,0 02 111,Angle d'incidence du radar,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 027,2 01 000,Changement du champ de données,Annuler
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 027,2 02 000,Changement d'échelle,Annuler
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 027,0 02 104,Polarisation de l'antenne,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 027,0 21 105,Surface équivalente radar normalisée,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 027,0 21 106,Coefficient de variance Kp (alpha),
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 027,0 21 107,Coefficient de variance Kp (bêta),
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 027,0 21 114,Coefficient de variance Kp (gamma),
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 027,0 21 115,Qualité de sigma-0 déterminée par SEAWINDS,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 027,0 21 116,Mode de sigma-0 déterminé par SEAWINDS,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 027,0 08 018,Type de surface terre/glace mesurée par SEAWINDS,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 027,0 21 117,Contrôle de la qualité de la variance de sigma-0,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 028,0 21 118,"(Spécification du radar, surface équivalente radar normalisée mesurée par SEAWINDS, coefficient de variance Kp) Correction d'atténuation sur sigma-0",
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 028,2 02 129,Changer d'échelle,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 028,2 01 132,Changer le champ de données,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 028,0 02 112,Angle d'ouverture du faisceau radar,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 028,2 01 000,Changement du champ de données,Annuler
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 028,2 01 131,Changer le champ de données,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 028,0 02 111,Angle d'incidence du radar,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 028,2 01 000,Changement du champ de données,Annuler
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 028,2 02 000,Changement d'échelle,Annuler
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 028,0 02 104,Polarisation de l'antenne,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 028,0 21 123,Surface équivalente radar normalisée mesurée par SEAWINDS,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 028,0 21 106,Coefficient de variance Kp (alpha),
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 028,0 21 107,Coefficient de variance Kp (bêta),
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 028,0 21 114,Coefficient de variance Kp (gamma),
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 028,0 21 115,Qualité de sigma-0 déterminée par SEAWINDS,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 028,0 21 116,Mode de sigma-0 déterminé par SEAWINDS,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 028,0 08 018,Type de surface terre/glace mesurée par SEAWINDS,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 028,0 21 117,Contrôle de la qualité de la variance de sigma-0,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 030,0 08 085,(Sigma-0 ASCAT) Identification du faisceau,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 030,2 02 129,Changer d'échelle,Augmenter l'échelle de 10¹
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 030,2 01 131,Changer le champ de données,Augmenter le champ de 3 bits
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 030,0 02 111,Angle d'incidence du radar,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 030,2 01 000,Changement du champ de données,Annuler
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 030,2 02 000,Changement d'échelle,Annuler
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 030,0 02 134,Azimut du faisceau d'antenne,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 030,0 21 062,Rétrodiffusion,
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 030,0 21 063,Résolution radiométrique (valeur du bruit),
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 030,0 21 158,"Qualité de l'estimation de la Kp, ASCAT",
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 030,0 21 159,"Utilité des sigma-0, ASCAT",
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 030,0 21 160,"Utilisation de données synthétiques, ASCAT",
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 030,0 21 161,"Quantité des données synthétiques, ASCAT",
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 030,0 21 162,"Qualité de l'orbite et de l'attitude du satellite, ASCAT",
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 030,0 21 163,"Contamination par réflexion sur panneau solaire, ASCAT",
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 030,0 21 164,"Présence et qualité des télémesures, ASCAT",
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 030,0 21 165,"Fonction de référence extrapolée, ASCAT",
Catégorie 21 – Séquences correspondant à des messages de mesures par radar,3 21 030,0 21 166,Fraction terrestre,
