TABLE_NAME,DESCRIPTEUR,SÉQUENCE DE DESCRIPTEURS,NOM DE L’ÉLÉMENT,DESCRIPTION DE L’ÉLÉMENT,NOM de L’ÉLÉMENT
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 078,0 20 062,État du sol (recouvert ou non d'une couche de neige),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 078,0 02 177,Méthode de mesure de l'épaisseur de neige,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 078,0 13 013,Hauteur totale de la couche de neige,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 079,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 079,0 02 175,Méthode de mesure des précipitations,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 079,0 02 178,Méthode de mesure de la teneur en eau à l'état liquide des précipitations,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 079,0 04 025,Période ou décalage dans le temps,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 079,0 13 011,Quantité totale de précipitations/valeur totale de l'équivalent en eau,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 080,0 02 185,Méthode de mesure de l'évaporation,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 080,0 04 025,Période ou décalage dans le temps,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 080,0 13 033,Évaporation /évapotranspiration,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 081,0 04 025,Période ou décalage dans le temps,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 081,0 14 031,Insolation totale,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 082,0 04 025,Période ou décalage dans le temps,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 082,0 14 002,"Rayonnement de grande longueur d'onde, intégré sur une période déterminée",,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 082,0 14 004,"Rayonnement de courte longueur d'onde, intégré sur une période déterminée",,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 082,0 14 016,"Bilan du rayonnement, intégré sur une période déterminée",,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 082,0 14 028,"Rayonnement solaire global (précision élevée), intégré sur une période déterminée",,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 082,0 14 029,"Rayonnement solaire diffus (précision élevée), intégré sur une période déterminée",,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 082,0 14 030,"Rayonnement solaire direct (précision élevée), intégré sur une période déterminée",,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 083,0 04 025,Période ou décalage dans le temps,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 083,0 08 023,Statistiques de premier ordre,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 083,0 10 004,Pression,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 083,0 11 001,Direction du vent,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 083,0 11 002,Vitesse du vent,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 083,0 12 101,Température/température de l'air,Échelle: 2,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 083,0 13 003,Humidité relative,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 083,0 08 023,Statistique de premier ordre,Mis à valeur manquante,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,3 02 031,Information sur la pression,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,3 02 072,Données sur la température et l'humidité,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,1 03 000,Répétition différée de 3 descripteurs,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,0 31 000,Facteur de répétition légèrement différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,1 01 005,Répéter 1 descripteur 5 fois,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,3 07 063,Profondeur sous la surface terrestre et température du sol,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,0 07 061,Profondeur sous la surface terrestre,Mis à valeur manquante (annuler),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,1 01 000,Répétition différée de 1 descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,0 31 000,Facteur de répétition légèrement différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,3 02 069,Données sur la visibilité,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),Mis à valeur manquante (annuler),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,0 07 033,Hauteur du capteur au-dessus de la surface de l'eau,Mis à valeur manquante (annuler),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,1 05 000,Répétition différée de 5 descripteurs,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,0 31 000,Facteur de répétition légèrement différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,0 20 031,Dépôt de glace (épaisseur),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,0 20 032,Vitesse d'accumulation de la galce (estimation),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,0 02 038,Méthode de mesure de la température et/ou de la salinité de l'eau,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,0 22 043,Température de la mer/de l'eau,Échelle: 2,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,3 02 021,Vagues,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,1 01 000,Répétition différée de 1 descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,0 31 000,Facteur de répétition légèrement différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,3 02 078,Mesure de l'état du sol et de la hauteur de la couche de neige,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,0 12 113,"Température minimale au sol, au cours des 12 heures précédentes",Échelle: 2,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,1 01 000,Répétition différée de 1 descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,0 31 000,Facteur de répétition légèrement différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,3 02 004,Information générale sur les nuages,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,1 05 000,Répétition différée de 5 descripteurs,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,0 31 001,Facteur de répétition différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,0 08 002,Caractéristique verticale (observations en surface),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,0 20 011,Nébulosité,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,0 20 012,Type de nuage,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,0 33 041,Caractéristique de la valeur suivante,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,0 20 013,Hauteur de la base des nuages,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,3 02 036,Nuages dont la base se situe sous le niveau de la station,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,1 01 000,Répétition différée de 1 descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,0 31 000,Facteur de répétition légèrement différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,3 02 047,Direction de la dérive des nuages,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,0 08 002,Caractéristique verticale (observations en surface),Mis à valeur manquante (annuler),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,1 01 000,Répétition différée de 1 descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,0 31 000,Facteur de répétition légèrement différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,3 02 048,Direction et hauteur des nuages,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,1 05 000,Répétition différée de 5 descripteurs,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 31 000,Facteur de répétition légèrement différée du descripteur,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 20 003,Temps présent,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,1 03 002,Répéter 3 descripteurs 2 fois,,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 04 024,"Période ou décalage dans le temps = -1 heure pour la première répétition, = -x heures pour la deuxième répétition, x correspondant à la période de W1W2 dans le message SYNOP",/voir colonne de gauche,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 20 004,Temps passé (1),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 20 005,Temps passé (2),,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,,Direction et hauteur des nuages 57CDec,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,1 01 000,Répétition différée de 1 descripteur,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 084,3 02 048,Direction et hauteur des nuages,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,,Données sur le temps présent et le temps passé,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,1 05 000,Répétition différée de 5 descripteurs,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 20 003,Temps présent,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,1 03 002,Répéter 3 descripteurs 2 fois,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 04 024,Période ou décalage dans le temps,"= -1 heure pour la première répétition, = -x heures pour la deuxième répétition, x correspondant à la période de W₁W₂ dans le message SYNOP /voir colonne de gauche"
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 20 004,Temps passé (1),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 20 005,Temps passé (2),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,,"Intensité des précipitations, taille de l'élément de précipitations",
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,1 01 000,Répétition différée de 1 descripteur,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,3 02 175,"Intensité des précipitations, taille de l'élément de précipitations",
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,,"Précipitations, obscurcissement et autres phénomènes",
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,1 02 000,Répétition différée de 2 descripteurs,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 04 025,Période ou décalage dans le temps,= -10 minutes
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,3 02 076,"Précipitations, obscurcissement et autres phénomènes",
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,,Données sur la foudre,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,1 02 000,Répétition différée de 2 descripteurs,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 04 025,Période ou décalage dans le temps,= -10 minutes
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 13 059,Nombre d'éclairs (orage),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,,Données sur le vent,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 07 033,Hauteur du capteur au-dessus de la surface de l'eau,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 08 021,Caractéristique temporelle,= 2 Moyenne sur une certaine période
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 04 025,Période ou décalage dans le temps,"= -10 minutes, ou nombre de minutes après un changement significatif du vent"
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 11 001,Direction du vent,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 11 002,Vitesse du vent,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 08 021,Caractéristique temporelle,Mis à valeur manquante
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,1 03 003,Répéter 3 descripteurs 3 fois,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 04 025,Période ou décalage dans le temps,"= -10 minutes pour la première répétition, = -60 minutes pour la deuxième répétition, = -60x3 ou 60x6 minutes pour la troisième répétition /voir colonne de gauche"
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 11 043,Direction de la rafale maximale,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 11 041,Vitesse de la rafale maximale,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 04 025,Période ou décalage dans le temps,= -10 minutes
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 11 016,Direction du vent extrême dans le sens contraire des aiguilles d'une montre (vent variable),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 11 017,Direction du vent extrême dans le sens des aiguilles d'une montre (vent variable),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,,Données sur les températures extrêmes,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,3 02 077,Données sur les extrêmes de température,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 07 033,Hauteur du capteur au-dessus de la surface de l'eau,Mis à valeur manquante (annuler)
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,,Données sur les températures extrêmes,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,3 02 041,Mesure des précipitations,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,1 06 000,Répétition différée de 6 descripteurs,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 02 175,Méthode de mesure des précipitations,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 02 178,Méthode de mesure de la teneur en eau à l'état liquide des précipitations,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,1 02 005,Répéter 2 descripteurs 5 fois,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 04 024,Période ou décalage dans le temps,"= -1 heure pour la première répétition, = -3, -6, -12 et -24 heures pour les autres répétitions"
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 13 011,Précipitations totales/valeur totale de l'équivalent en eau,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),Mis à valeur manquante (annuler)
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,,Données sur l'évaporation,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,1 03 000,Répétition différée de 3 descripteurs,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 02 185,Méthode de mesure de l'évaporation,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,1 01 002,Répéter 1 descripteur 2 fois,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,3 02 044,Données sur l'évaporation,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,,Données sur l'insolation totale,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,1 02 000,Répétition différée de 2 descripteurs,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,1 01 002,Répéter 1 descripteur 2 fois,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,3 02 039,Données sur l'insolation (sur une période d'une heure et de 24 heures),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,,Données sur le rayonnement,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,1 02 000,Répétition différée de 2 descripteurs,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,1 01 002,Répéter 1 descripteur 2 fois,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,3 02 045,Données sur le rayonnement (sur une période d'une heure et de 24 heures),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,,Variation de température groupe 54gosd,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,1 01 000,Répétition différée de 1 descripteur,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,3 02 046,Variation de température,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,,"Statistiques de premier ordre – données sur la pression, le vent, la température et l'humidité",
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,1 01 000,Répétition différée de 1 descripteur,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 085,3 02 083,"Statistiques de premier ordre - données sur la pression, le vent, la température et l'humidité",
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 089,,(Informations sur les acridiens),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 089,0 20 101,Nom de l'acridien,L
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 089,0 20 102,Couleur de l'acridien (maturité),Lo
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 089,0 20 103,Stade de développement des acridiens,La
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 089,0 20 104,Degré d'organisation de l'essaim ou de la bande d'acridiens,Lg
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 089,0 20 105,Dimension de l'essaim ou de la bande d'acridiens et durée du passage de l'essaim,SL
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 089,0 20 106,Densité de la population d'acridiens,d
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 089,0 20 107,Direction du déplacement de l'essaim d'acridiens,DL
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 089,0 20 108,Étendue de la végétation,Ve
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 090,,(Température de la mer/de l'eau de grande précision),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 090,0 02 038,Méthode de mesure de la température et/ou de la salinité de l'eau,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 090,0 07 063,Profondeur sous la surface de la mer/ de l'eau (cm),Mesure de la température de surface de la mer
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 090,0 22 045,Température de la mer/de l'eau,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 091,,(Séquence pour la représentation des observations météorologiques annexes),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 091,0 20 001,Visibilité horizontale,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 091,0 04 024,Période ou décalage dans le temps,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 091,0 13 011,Précipitations totales/valeur totale de l'équivalent en eau,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 092,,(Éléments de données VOSClim),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 092,0 11 104,"Cap vrai de l'aéronef, du navire ou de la plate-forme mobile",Cap vrai du navire
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 092,0 01 012,Direction de déplacement de la plate-forme d'observation mobile,Trajectoire du navire par rapport au sol
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 092,0 01 013,Vitesse de déplacement de la plate-forme d'observation mobile,Vitesse du navire par rapport au sol
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 092,0 10 038,Hauteur maximale de la pontée au-dessus de la ligne de charge d'été,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 092,0 10 039,Écart entre le niveau de référence (ligne de charge d'été maximale) et le niveau réel de la mer,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 092,0 11 007,Direction du vent relatif (en degrés par rapport à la position de la proue),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 092,0 11 008,Vitesse du vent relatif,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 093,,(Données supplémentaires sur la température et l'humidité depuis le navire),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 093,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 093,0 07 033,Hauteur du capteur au-dessus de la surface de l'eau,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 093,3 03 099,Métadonnées communes aux capteurs de température/d'humidité,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 093,0 12 101,Température/température de l'air,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 093,1 03 000,Répétition différée de 3 descripteurs,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 093,0 31 000,Facteur de répétition légèrement différée du descripteur,"Chiffré 0 si rien n'a changé par rapport aux valeurs précédentes, 1 en cas de changement"
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 093,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 093,0 07 033,Hauteur du capteur au-dessus de la surface de l'eau,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 093,3 03 099,Métadonnées communes aux capteurs de température/d'humidité,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 093,0 02 039,Méthode de mesure de la température du thermomètre mouillé,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 093,0 02 097,Type de capteur d'humidité,Chiffré comme valeur manquante si le capteur d'humidité n'est pas un psychromètre
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 093,0 03 024,Coefficient psychrométrique,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 093,0 03 021,Chauffage de l'hygromètre,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 093,0 12 102,Température du thermomètre mouillé,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 093,0 12 103,Point de rosée,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 093,0 13 003,Humidité relative,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 093,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),Mis à valeur manquante (annuler)
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 093,0 07 033,Hauteur du capteur au-dessus de la surface de l'eau,Mis à valeur manquante (annuler)
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 093,3 03 099,Métadonnées communes aux capteurs de température/d'humidité,Tous les éléments successifs sont chiffrés comme valeur manquante (annuler)
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 093,0 02 039,Méthode de mesure de la température du thermomètre mouillé,Mis à valeur manquante (annuler)
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 093,0 02 097,Type de capteur d'humidité,Mis à valeur manquante (annuler)
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 093,0 03 021,Chauffage de l'hygromètre,Mis à valeur manquante (annuler)
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 093,0 03 024,Coefficient psychrométrique,Mis à valeur manquante (annuler)
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 175,,"(Intensité des précipitations, taille de l'élément de précipitations)",
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 175,0 08 021,Caractéristique temporelle,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 175,0 04 025,Période ou décalage dans le temps,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 175,0 13 155,Intensité des précipitations (précision élevée),
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 175,0 13 058,Diamètre des particules formant les précipitations,
Catégorie 02 — Séquences météorologiques communes aux données de surface,3 02 175,0 08 021,Caractéristique temporelle,
