TABLE_NAME,DESCRIPTEUR,SÉQUENCE DE DESCRIPTEURS,NOM DE L’ÉLÉMENT,DESCRIPTION DE L’ÉLÉMENT
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 012,0 05 021,Direction ou azimut,Direction de la visibilité observée
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 012,0 20 001,Visibilité horizontale,Direction de la visibilité observée
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 013,1 06 000,"(Portée visuelle de piste)
Répétition différée de 6 descripteurs",Jusqu'à 4
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 013,0 31 001,Facteur de répétition différée du descripteur,Jusqu'à 4
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 013,0 01 064,Indicateur de piste,Jusqu'à 4
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 013,0 08 014,Identificateur pour la portée visuelle de piste,Jusqu'à 4
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 013,0 20 061,Portée visuelle de piste (PVP),Jusqu'à 4
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 013,0 08 014,Identificateur pour la portée visuelle de piste,Jusqu'à 4
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 013,0 20 061,Portée visuelle de piste (PVP),Jusqu'à 4
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 013,0 20 018,Tendance de la portée visuelle de piste,Jusqu'à 4
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 014,1 01 000,"(Temps significatif présent ou prévu)
Répétition différée de 1 descripteur",Jusqu'à 3
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 014,0 31 001,Facteur de répétition différée du descripteur,Jusqu'à 3
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 014,0 20 019,Temps significatif présent ou prévu,Jusqu'à 3
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 015,1 01 000,"(Groupe(s) de nuages)
Répétition différée de 1 descripteur","NsNsNs, CC, hshshs"
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 015,0 31 001,Facteur de répétition différée du descripteur,"NsNsNs, CC, hshshs"
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 015,3 02 005,Couche nuageuse,"NsNsNs, CC, hshshs"
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 015,0 20 002,Visibilité verticale,"NsNsNs, CC, hshshs"
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 016,1 01 000,"(Phénomènes météorologiques significatifs récents)
Répétition différée de 1 descripteur",Jusqu'à 3
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 016,0 31 001,Facteur de répétition différée du descripteur,Jusqu'à 3
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 016,0 20 020,Phénomènes météorologiques significatifs récents,Jusqu'à 3
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 017,1 01 000,"(Cisaillement du vent sur la (les) piste(s))
Répétition différée de 1 descripteur",
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 017,0 31 001,Facteur de répétition différée du descripteur,
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 017,0 11 070,Indicatif de la piste touchée par le cisaillement du vent (y compris ALL),
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 018,0 08 016,"(Prévision d'atterrissage du type «tendance»)
Identificateur de changement d'une prévision du type «tendance» ou d'une prévision d'aérodrome",Jusqu'à 2
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 018,1 02 000,Répétition différée de 2 descripteurs,Jusqu'à 2
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 018,0 31 001,Facteur de répétition différée du descripteur,"FM, TL, AT"
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 018,0 08 017,Identificateur de l'heure à laquelle le changement de prévision est attendu,"FM, TL, AT"
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 018,3 01 012,"Heure, minute","GG, gg"
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 018,1 04 000,Répétition différée de 4 descripteurs,Jusqu'à 1
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 018,0 31 001,Facteur de répétition différée du descripteur,Jusqu'à 1
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 018,0 07 006,Hauteur au-dessus de la station,Jusqu'à 1
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 018,0 11 001,Direction du vent,Jusqu'à 1
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 018,0 11 002,Vitesse du vent,Jusqu'à 1
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 018,0 11 041,Vitesse de la rafale maximale,Jusqu'à 1
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 018,0 20 009,Indicateur général du temps (TAF/METAR),Jusqu'à 1
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 018,1 01 000,Répétition différée de 1 descripteur,Jusqu'à 1
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 018,0 31 001,Facteur de répétition différée du descripteur,Jusqu'à 1
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 018,0 20 001,Visibilité horizontale,Jusqu'à 1
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 018,3 07 014,Temps significatif présent ou prévu,w'w'
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 020,3 07 011,"(METAR/SPECI court)
Partie principale des données pour représentation du code METAR/SPECI dans BUFR",
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 020,3 07 014,Temps significatif présent ou prévu,w'w'
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 020,3 07 016,Phénomènes météorologiques significatifs récents,REw'w'
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 021,3 07 011,"(Séquence totale pour la représentation du code METAR/SPECI dans BUFR)
Partie principale des données pour la représentation du code METAR/SPECI dans BUFR",
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 021,3 07 012,Visibilité horizontale,DVVVVV
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 021,3 07 013,Portée visuelle de piste,DRDR/VRVRVRVR
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 021,3 07 014,Temps significatif présent ou prévu,w'w'
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 021,3 07 015,Groupe(s) de nuages,w'w'
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 021,3 07 016,Phénomènes météorologiques significatifs récents,REw'w'
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 021,3 07 017,Cisaillement de vent sur la (les) piste(s),REw'w'
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 021,3 07 018,Prévision d'atterrissage du type «tendance»,REw'w'
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 021,3 07 015,Groupe(s) de nuages,REw'w'
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 022,0 01 015,"(Données d'observation au sol provenant du GNSS)
Nom de la station ou du site",
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 022,3 01 011,"Année, mois, jour",
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 022,3 01 012,"Heure, minute",
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 022,3 01 022,"Latitude/longitude (précision élevée), hauteur de la station",
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 022,0 08 021,Caractéristique temporelle,= 23 Période de contrôle
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 022,0 04 025,Période ou décalage dans le temps,= 23 Période de contrôle
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 022,0 10 004,Pression,= 23 Période de contrôle
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 022,0 12 001,Température/température de l'air,= 23 Période de contrôle
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 022,0 13 003,Humidité relative,= 23 Période de contrôle
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 022,0 33 038,Indicateurs de qualité pour les données d'observation au sol du GNSS,= 23 Période de contrôle
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 022,0 08 022,Nombre total (dans le contexte d'une somme ou d'une moyenne),Nombre de satellites du GNSS utilisés
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 022,1 06 025,Répéter 6 descripteurs 25 fois,
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 022,0 02 020,Classification des satellites,
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 022,0 01 050,Numéro d'identification de l'émetteur de la plate-forme,
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 022,0 05 021,Direction ou azimut,
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 022,0 07 021,Hauteur,
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 022,0 15 031,Retard de propagation dans l'atmosphère du signal du satellite,
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 022,0 15 032,Erreur estimative du retard de propagation dans l'atmosphère,
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 022,0 08 060,Signification du mode de balayage de l'échantillon,= 5 Nord/Sud
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 022,0 15 033,Différence des retards de propagation pour des visées du limbe aux limites extrêmes du balayage,= 5 Nord/Sud
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 022,0 15 034,Erreur estimative de la différence des retards de propagation,= 5 Nord/Sud
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 022,0 08 060,Signification du mode de balayage de l'échantillon,= 6 Est/Ouest
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 022,0 15 033,Différence des retards de propagation pour des visées du limbe aux limites extrêmes du balayage,= 6 Est/Ouest
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 022,0 15 034,Erreur estimative de la différence des retards de propagation,= 6 Est/Ouest
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 022,0 15 035,Composante du retard de propagation pour une visée au zénith due à la vapeur d'eau,= 6 Est/Ouest
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 022,2 01 131,Changer le champ de données,= 6 Est/Ouest
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 022,2 02 129,Changer d'échelle,= 6 Est/Ouest
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 022,0 13 016,Eau précipitable,= 6 Est/Ouest
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 022,2 02 000,Changement d'échelle,Annuler
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 022,2 01 000,Changement du champs de données,Annuler
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 022,0 15 011,Log10 de la densité électronique intégrée,Annuler
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 030,0 15 001,"(Données sur l'ozone - observation unique)
Ozone total",
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 030,0 15 002,Masse d'air (correspondant à une trajectoire oblique à une altitude de 22 km),
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 031,0 08 022,"(Données sur l'ozone - observations moyennées)
Nombre total (dans le contexte d'une somme ou d'une moyenne)",Nombre de mesures
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 031,0 08 023,Statistiques de premier ordre,= 4 Valeur moyenne
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 031,0 15 001,Ozone total,Valeur (moyenne) de la mesure de l'ozone
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 031,0 08 023,Statistiques de premier ordre,= 9 Meilleure estimation de l'écart type
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 031,0 15 001,Ozone total,Meilleure estimation de l'écart type de la mesure de l'ozone
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 031,0 08 023,Statistiques de premier ordre,= 11 Moyenne harmonique
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 031,0 15 002,Masse d'air (correspondant à une trajectoire oblique à une altitude de 22 km),Valeur (moyenne harmonique de la masse d'air
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 041,3 01 001,"(Mesure de l'ozone total par un spectrophotomètre Brewer au sol, obtenue à partir d'une seule observation)
Indicateur régional OMM et chiffre indicatif OMM de la station",
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 041,0 01 015,Nom de la station ou du site,
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 041,3 01 024,"Latitude/longitude (faible précision), hauteur de la station",
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 041,3 01 011,"Année, mois, jour",Mesure de l'ozone
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 041,3 01 012,"Heure, minute",Mesure de l'ozone
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 041,3 01 070,Instrument de mesure de l'ozone – spectrophotomètre Brewer,Mesure de l'ozone
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 041,3 07 030,Données sur l'ozone - observation unique,Mesure de l'ozone
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 042,3 01 001,"(Mesure de l'ozone total par un spectrophotomètre Brewer au sol, obtenue à partir d'observations moyennées)
Indicateur régional OMM et chiffre indicatif OMM de la station",
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 042,0 01 015,Nom de la station ou du site,
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 042,3 01 024,"Latitude/longitude (faible précision), hauteur de la station",
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 042,3 01 011,"Année, mois, jour",Mesure de l'ozone
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 042,3 01 012,"Heure, minute",Mesure de l'ozone
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 042,0 08 021,Caractéristique temporelle,= 8 Moyenne d'ensemble
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 042,0 04 025,Période ou décalage dans le temps,Période (minutes) de calcul de la moyenne
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 042,3 01 070,Instrument de mesure de l'ozone – spectrophotomètre Brewer,Période (minutes) de calcul de la moyenne
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 042,3 07 031,Données sur l'ozone - observations moyennées,Période (minutes) de calcul de la moyenne
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 043,3 01 001,"(Mesure de l'ozone total par un spectrophotomètre Dobson au sol, obtenue à partir d'une seule observation)
Indicateur régional OMM et chiffre indicatif OMM de la station",
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 043,0 01 015,Nom de la station ou du site,
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 043,3 01 024,"Latitude/longitude (faible précision), hauteur de la station",
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 043,3 01 011,"Année, mois, jour",Mesure de l'ozone
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 043,3 01 012,"Heure, minute",Mesure de l'ozone
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 043,3 01 074,Instrument de mesure de l'ozone – spectrophotomètre Dobson,Mesure de l'ozone
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 043,3 07 030,Données sur l'ozone - observation unique,Mesure de l'ozone
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 044,3 01 001,"(Mesure de l'ozone total par un spectrophotomètre Dobson au sol, obtenue à partir d'observations moyennées)
Indicateur régional OMM et chiffre indicatif OMM de la station",
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 044,0 01 015,Nom de la station ou du site,
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 044,3 01 024,"Latitude/longitude (faible précision), hauteur de la station",
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 044,3 01 011,"Année, mois, jour",Mesure de l'ozone
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 044,3 01 012,"Heure, minute",Mesure de l'ozone
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 044,0 08 021,Caractéristique temporelle,= 8 Moyenne d'ensemble
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 044,0 04 025,Période ou décalage dans le temps,Période (minutes) de calcul de la moyenne
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 044,3 01 074,Instrument de mesure de l'ozone – spectrophotomètre Dobson,Période (minutes) de calcul de la moyenne
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 044,3 07 031,Données sur l'ozone - observations moyennées,Période (minutes) de calcul de la moyenne
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 045,0 01 063,"(Partie principale du METAR/SPECI), remplaçant 3 07 011
Indicateur d'emplacement OACI",CCCC
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 045,0 08 079,Catégorie de produit,METAR SPECI COR
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 045,0 02 001,Type de station,AUTO
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 045,3 01 011,"Année, mois, jour",YY
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 045,3 01 012,"Heure, minute",GGgg
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 045,3 01 023,Latitude/longitude (faible précision),GGgg
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 045,0 07 030,Altitude du sol de la station,GGgg
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 045,0 07 031,Altitude du baromètre,GGgg
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 045,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),= 10 m (si la valeur réelle n'est pas disponible)
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 045,0 11 001,Direction du vent,ddd
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 045,0 11 016,Direction du vent extrême dans le sens contaire des aiguilles d'une montre (vent variable),dndndn
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 045,0 11 017,Direction du vent extrême dans le sens des aiguilles d'une montre (vent variable),dxdxdx
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 045,0 08 054,Identificateur de la vitesse du vent ou des rafales,P
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 045,0 11 083,Vitesse du vent (voir note 1),ff - km/h
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 045,0 11 084,Vitesse du vent (voir note 1),ff - kt
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 045,0 11 002,Vitesse du vent (voir note 1),ff - m/s
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 045,0 08 054,Identificateur de la vitesse du vent ou des rafales,P
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 045,0 11 085,Vitesse de la rafale maximale (voir note 2),fmfm - km/h
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 045,0 11 086,Vitesse de la rafale maximale (voir note 2),fmfm - kt
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 045,0 11 041,Vitesse de la rafale maximale (voir note 2),fmfm - m/s
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 045,0 08 054,Identificateur de la vitesse du vent ou des rafales,Mis à valeur manquante (annuler)
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 045,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),= 2 m (si la valeur réelle n'est pas disponible)
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 045,0 12 023,Température,T'T' - Celsius
Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),3 07 045,0 12 024,Température du point de rosée,TdTd - Celsius
