ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status
,,033 071,Calidad del perfil de ozono,Tabla de cifrado,0,0,4,Tabla de cifrado,0,2,,,
,,033 072,Error en ozono,Tabla de cifrado,0,0,5,Tabla de cifrado,0,2,,,
,,033 075,Banderines de calidad del nivel de exploración,Tabla de banderines,0,0,13,Tabla de banderines,0,5,,,
,,033 076,Banderines de calidad de la calibración,Tabla de banderines,0,0,9,Tabla de banderines,0,3,,,
,,033 077,Banderines de calidad del campo de visión,Tabla de banderines,0,0,19,Tabla de banderines,0,7,,,
,,033 078,Calidad del geoposicionamiento,Tabla de cifrado,0,0,4,Tabla de cifrado,0,2,,,
,,033 079,Banderines de calidad del nivel granulado,Tabla de banderines,0,0,16,Tabla de banderines,0,6,,,
,,033 080,Banderines de calidad del nivel de exploración,Tabla de banderines,0,0,20,Tabla de banderines,0,7,,,
,,033 081,Banderines de calidad de los datos del canal,Tabla de banderines,0,0,12,Tabla de banderines,0,4,,,
,,033 082,Banderines de calidad del geoposicionamiento,Tabla de banderines,0,0,16,Tabla de banderines,0,6,,,
,,033 083,Banderines de calidad de los datos de radiancia,Tabla de banderines,0,0,16,Tabla de banderines,0,6,,,
,,033 084,Banderines de calidad del nivel del píxel,Tabla de banderines,0,0,16,Tabla de banderines,0,6,,,
,,033 085,Banderín de calidad del espesor óptico de aerosol,Tabla de banderines,0,0,18,Tabla de banderines,0,6,,,
,,033 086,Calidad de la recuperación del nivel del píxel,Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,
,,033 087,Alcance del satélite en la anomalía del Atlántico sur (basado en datos climatológicos),Tabla de cifrado,0,0,4,Tabla de cifrado,0,1,,,
,,033 088,Banderín de calidad de la columna total de ozono,Tabla de banderines,0,0,18,Tabla de banderines,0,6,,,
,,033 089,Indicadores de calidad de temperatura delta equivalente de ruido para calibración de objetivo caliente,K,2,0,12,K,2,4,,,
,,033 090,Indicadores de calidad de temperatura delta equivalente de ruido para calibración de objetivo frío,K,2,0,12,K,2,4,,,
,,033 091,Indicadores de calidad de temperatura delta equivalente de ruido para calibración general,K,2,0,12,K,2,4,,,
,,033 092,Banderín de calidad oceánico de banda específica,Tabla de banderines,0,0,9,Tabla de banderines,0,3,,,
,,033 093,Banderines de calidad ampliados para datos del GNSS terrestres,Tabla de banderines,0,0,31,Tabla de banderines,0,31,,,
