FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status
0 21 069,Valor faltante (Banderín de variación en borde posterior),Los 10,Valor faltante,,,,,
0 21 069,Valor faltante (Coubicación de haces),Los 10,Valor faltante,,,,,
0 21 069,Valor faltante (Calidad de la célula del vector viento),Los 10,Valor faltante,,,,,
0 21 069,Valor faltante (Calidad de estimación de la Kp de ASCAT),Los 10,Valor faltante,,,,,
0 21 069,Valor faltante (Utilizabilidad de Sigma-0 ASCAT),Los 10,Valor faltante,,,,,
0 21 069,Valor faltante (Indicador de presencia de hielo),Los 10,Valor faltante,,,,,
0 21 070,"Recuperación de datos de la temperatura de la superficie del mar, visión del nadir únicamente, en el canal de 3,7 micrones (un bit por célula de 10 minutos de arco) (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",1-9,"Recuperación de datos de la temperatura de la superficie del mar, visión del nadir únicamente, en el canal de 3,7 micrones (un bit por célula de 10 minutos de arco)",,,,,
0 21 070,"Célula 1: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",1,"Célula 1: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente",,,,,
0 21 070,"Célula 2: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",2,"Célula 2: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente",,,,,
0 21 070,"Célula 3: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",3,"Célula 3: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente",,,,,
0 21 070,"Célula 4: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",4,"Célula 4: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente",,,,,
0 21 070,"Célula 5: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",5,"Célula 5: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente",,,,,
0 21 070,"Célula 6: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",6,"Célula 6: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente",,,,,
0 21 070,"Célula 7: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",7,"Célula 7: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente",,,,,
0 21 070,"Célula 8: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",8,"Célula 8: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente",,,,,
0 21 070,"Célula 9: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",9,"Célula 9: temperatura de la superficie del mar en el canal de 3,7 micrones, visión del nadir únicamente",,,,,
0 21 070,"Recuperación de datos de la temperatura de la superficie del mar, visión doble, en el canal de 3,7 micrones (un bit por célula de 10 minutos de arco) (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",10-18,"Recuperación de datos de la temperatura de la superficie del mar, visión doble, en el canal de 3,7 micrones (un bit por célula de 10 minutos de arco)",,,,,
0 21 070,"Célula 1: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",10,"Célula 1: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble",,,,,
0 21 070,"Célula 2: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",11,"Célula 2: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble",,,,,
0 21 070,"Célula 3: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",12,"Célula 3: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble",,,,,
0 21 070,"Célula 4: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",13,"Célula 4: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble",,,,,
0 21 070,"Célula 5: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",14,"Célula 5: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble",,,,,
0 21 070,"Célula 6: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",15,"Célula 6: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble",,,,,
0 21 070,"Célula 7: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",16,"Célula 7: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble",,,,,
0 21 070,"Célula 8: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",17,"Célula 8: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble",,,,,
0 21 070,"Célula 9: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2))",18,"Célula 9: temperatura de la superficie del mar en el canal de 3,7 micrones, visión doble",,,,,
0 21 070,La visión del nadir contiene datos diurnos (nocturnos si cero) (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2)),19,La visión del nadir contiene datos diurnos (nocturnos si cero),,,,,
0 21 070,La visión hacia adelante contiene datos diurnos (nocturnos si cero) (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2)),20,La visión hacia adelante contiene datos diurnos (nocturnos si cero),,,,,
0 21 070,Los registros contienen contribuciones de escáner recopiladas cuando la plataforma ERS no está en modo de control de guiñada (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2)),21,Los registros contienen contribuciones de escáner recopiladas cuando la plataforma ERS no está en modo de control de guiñada,,,,,
0 21 070,Los registros contienen contribuciones de escáner si el grado de confianza del producto muestra que la calidad es baja o desconocida (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2)),22,Los registros contienen contribuciones de escáner si el grado de confianza del producto muestra que la calidad es baja o desconocida,,,,,
0 21 070,Valor faltante (Datos sobre el grado de confianza del producto del dispersómetro de onda),Los 23,Valor faltante,,,,,
0 21 070,Valor faltante (Datos sobre el grado de confianza del producto de la medición del viento),Los 23,Valor faltante,,,,,
0 21 070,Valor faltante (Datos sobre el grado de confianza del producto del altímetro del radar),Los 23,Valor faltante,,,,,
0 21 070,Valor faltante (Datos sobre el grado de confianza del producto de la medición de la temperatura de la superficie del mar (SST)),Los 23,Valor faltante,,,,,
0 21 070,Valor faltante (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2)),Los 23,Valor faltante,,,,,
0 21 070,Valor faltante (Estado de la calibración del altímetro del satélite),Los 23,Valor faltante,,,,,
0 21 070,Valor faltante (Modo del instrumento del altímetro del satélite),Los 23,Valor faltante,,,,,
0 21 070,Valor faltante (Representación de intensidades),Los 23,Valor faltante,,,,,
0 21 070,Valor faltante (Calidad de la célula del vector viento medida por SeaWinds),Los 23,Valor faltante,,,,,
0 21 070,Valor faltante (Calidad de sigma-0 determinada por SeaWinds),Los 23,Valor faltante,,,,,
0 21 070,Valor faltante (Modo de sigma-0 determinado por SeaWinds),Los 23,Valor faltante,,,,,
0 21 070,Valor faltante (Función geofísica modélica del dispersómetro de viento),Los 23,Valor faltante,,,,,
0 21 070,Valor faltante (Banderín de lluvia de altímetro),Los 23,Valor faltante,,,,,
0 21 070,Valor faltante (Banderín de variación en borde posterior),Los 23,Valor faltante,,,,,
0 21 070,Valor faltante (Coubicación de haces),Los 23,Valor faltante,,,,,
0 21 070,Valor faltante (Calidad de la célula del vector viento),Los 23,Valor faltante,,,,,
0 21 070,Valor faltante (Calidad de estimación de la Kp de ASCAT),Los 23,Valor faltante,,,,,
0 21 070,Valor faltante (Utilizabilidad de Sigma-0 ASCAT),Los 23,Valor faltante,,,,,
0 21 070,Valor faltante (Indicador de presencia de hielo),Los 23,Valor faltante,,,,,
0 21 072,Aplicada corrección de error de la altura en vez de calibración en bucle abierto (Estado de la calibración del altímetro del satélite),1,Aplicada corrección de error de la altura en vez de calibración en bucle abierto,,,,,
0 21 072,Utilizado sondeador de microondas para la corrección de la troposfera (Estado de la calibración del altímetro del satélite),2,Utilizado sondeador de microondas para la corrección de la troposfera,,,,,
0 21 072,Aplicada corrección de la salida del CAG en vez de calibración en bucle abierto (Estado de la calibración del altímetro del satélite),3,Aplicada corrección de la salida del CAG en vez de calibración en bucle abierto,,,,,
0 21 072,Valor faltante (Datos sobre el grado de confianza del producto del dispersómetro de onda),Los 4,Valor faltante,,,,,
0 21 072,Valor faltante (Datos sobre el grado de confianza del producto de la medición del viento),Los 4,Valor faltante,,,,,
0 21 072,Valor faltante (Datos sobre el grado de confianza del producto del altímetro del radar),Los 4,Valor faltante,,,,,
0 21 072,Valor faltante (Datos sobre el grado de confianza del producto de la medición de la temperatura de la superficie del mar (SST)),Los 4,Valor faltante,,,,,
0 21 072,Valor faltante (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2)),Los 4,Valor faltante,,,,,
0 21 072,Valor faltante (Estado de la calibración del altímetro del satélite),Los 4,Valor faltante,,,,,
0 21 072,Valor faltante (Modo del instrumento del altímetro del satélite),Los 4,Valor faltante,,,,,
0 21 072,Valor faltante (Representación de intensidades),Los 4,Valor faltante,,,,,
0 21 072,Valor faltante (Calidad de la célula del vector viento medida por SeaWinds),Los 4,Valor faltante,,,,,
0 21 072,Valor faltante (Calidad de sigma-0 determinada por SeaWinds),Los 4,Valor faltante,,,,,
0 21 072,Valor faltante (Modo de sigma-0 determinado por SeaWinds),Los 4,Valor faltante,,,,,
0 21 072,Valor faltante (Función geofísica modélica del dispersómetro de viento),Los 4,Valor faltante,,,,,
0 21 072,Valor faltante (Banderín de lluvia de altímetro),Los 4,Valor faltante,,,,,
0 21 072,Valor faltante (Banderín de variación en borde posterior),Los 4,Valor faltante,,,,,
0 21 072,Valor faltante (Coubicación de haces),Los 4,Valor faltante,,,,,
0 21 072,Valor faltante (Calidad de la célula del vector viento),Los 4,Valor faltante,,,,,
0 21 072,Valor faltante (Calidad de estimación de la Kp de ASCAT),Los 4,Valor faltante,,,,,
0 21 072,Valor faltante (Utilizabilidad de Sigma-0 ASCAT),Los 4,Valor faltante,,,,,
0 21 072,Valor faltante (Indicador de presencia de hielo),Los 4,Valor faltante,,,,,
0 21 073,Registro de datos de relleno (Modo del instrumento del altímetro del satélite),1,Registro de datos de relleno,,,,,
0 21 073,Prueba (Modo del instrumento del altímetro del satélite),2,Prueba,,,,,
0 21 073,Calibración (bucle cerrado) (Modo del instrumento del altímetro del satélite),3,Calibración (bucle cerrado),,,,,
0 21 073,BITE (equipo de prueba incorporado) (Modo del instrumento del altímetro del satélite),4,BITE (equipo de prueba incorporado),,,,,
0 21 073,Recolección de datos en el hielo (Modo del instrumento del altímetro del satélite),5,Recolección de datos en el hielo,,,,,
0 21 073,Recolección de datos en el océano (Modo del instrumento del altímetro del satélite),6,Recolección de datos en el océano,,,,,
0 21 073,Búsqueda de datos en el hielo (Modo del instrumento del altímetro del satélite),7,Búsqueda de datos en el hielo,,,,,
0 21 073,Búsqueda de datos en el océano (Modo del instrumento del altímetro del satélite),8,Búsqueda de datos en el océano,,,,,
0 21 073,Valor faltante (Datos sobre el grado de confianza del producto del dispersómetro de onda),Los 9,Valor faltante,,,,,
0 21 073,Valor faltante (Datos sobre el grado de confianza del producto de la medición del viento),Los 9,Valor faltante,,,,,
0 21 073,Valor faltante (Datos sobre el grado de confianza del producto del altímetro del radar),Los 9,Valor faltante,,,,,
0 21 073,Valor faltante (Datos sobre el grado de confianza del producto de la medición de la temperatura de la superficie del mar (SST)),Los 9,Valor faltante,,,,,
0 21 073,Valor faltante (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2)),Los 9,Valor faltante,,,,,
0 21 073,Valor faltante (Estado de la calibración del altímetro del satélite),Los 9,Valor faltante,,,,,
0 21 073,Valor faltante (Modo del instrumento del altímetro del satélite),Los 9,Valor faltante,,,,,
0 21 073,Valor faltante (Representación de intensidades),Los 9,Valor faltante,,,,,
