TABLE_NAME,DESCRIPTEUR,SÉQUENCE DE DESCRIPTEURS,NOM DE L’ÉLÉMENT,DESCRIPTION DE L’ÉLÉMENT
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 004,0 11 075,Intensité moyenne de la turbulence (taux de dissipation des tourbillons),
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 004,1 01 000,Répétition différée de 1 descripteur,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 004,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 004,0 11 076,Intensité maximale de la turbulence (taux de dissipation des tourbillons),
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 004,1 01 000,Répétition différée de 1 descripteur,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 004,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 004,0 33 025,Indicateur de valeurs ACARS interpolées,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 004,1 01 000,Répétition différée de 1 descripteur,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 004,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 004,0 33 026,Qualité de la mesure de l'humidité,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 005,0 01 008,(Messages AMDAR standard) Numéro d'immatriculation de l'aéronef ou autre identification,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 005,0 01 023,Numéro de la séquence d'observations,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 005,3 01 021,Latitude/longitude (précision élevée),
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 005,3 01 011,"Année, mois, jour",
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 005,3 01 013,"Heure, minute, seconde",
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 005,0 07 010,Niveau de vol,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 005,0 08 009,Phase de vol détaillée de l'aéronef,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 005,0 11 001,Direction du vent,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 005,0 11 002,Vitesse du vent,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 005,0 11 031,Degré de turbulence,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 005,0 11 036,Équivalent maximal dérivé de la vitesse des rafales verticales,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 005,0 12 101,Température/température de l'air,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 005,0 33 025,Indicateur de valeurs ACARS interpolées,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 006,0 07 010,(Données AMDAR ou données d'aéronefs pour un niveau sans indication de la latitude et de la longitude) Niveau de vol,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 006,0 11 001,Direction du vent,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 006,0 11 002,Vitesse du vent,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 006,0 02 064,Qualité de l'angle de roulis de l'aéronef,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 006,0 12 101,Température/température de l'air,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 006,0 12 103,Point de rosée,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 007,0 07 010,(Données d'aéronefs pour un niveau avec indication de la latitude et de la longitude) Niveau de vol,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 007,3 01 021,Latitude/longitude (précision élevée),
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 007,0 11 001,Direction du vent,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 007,0 11 002,Vitesse du vent,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 007,0 02 064,Qualité de l'angle de roulis de l'aéronef,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 007,0 12 101,Température/température de l'air,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 007,0 12 103,Point de rosée,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 008,0 01 008,(Profil des phases ascendante et descendante d'un vol d'aéronef sans indication de la latitude et de la longitude à chaque niveau) Numéro d'immatriculation de l'aéronef ou autre identification,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 008,3 01 011,"Année, mois, jour",
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 008,3 01 013,"Heure, minute, seconde",
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 008,3 01 021,Latitude/longitude (précision élevée),
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 008,0 08 004,Phase de vol de l'aéronef,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 008,1 01 000,Répétition différée de 1 descripteur,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 008,0 31 001,Facteur de répétition différée du descripteur,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 008,3 11 006,Données AMDAR ou données d'aéronefs pour un niveau sans indication de la latitude et de la longitude,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 009,0 01 008,(Profil des phases ascendante et descendante d'un vol d'aéronef avec la latitude et la longitude à chaque niveau) Numéro d'immatriculation de l'aéronef ou autre identification,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 009,3 01 011,"Année, mois, jour",
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 009,3 01 013,"Heure, minute, seconde",
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 009,3 01 021,Latitude/longitude (précision élevée),
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 009,0 08 004,Phase de vol de l'aéronef,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 009,1 01 000,Répétition différée de 1 descripteur,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 009,0 31 001,Facteur de répétition différée du descripteur,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 009,3 11 007,Données d'aéronefs pour un niveau avec indication de la latitude et de la longitude,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 01 008,"(Modèle BUFR pour les données AMDAR, version 7) Numéro d'immatriculation de l'aéronef ou autre identification",
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 01 023,Numéro de la séquence d'observations,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 01 006,Numéro de vol de l'aéronef,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 01 110,Immatriculation de l'aéronef,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 01 111,Aéroport de départ,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 01 112,Aéroport de destination,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,2 04 002,Ajouter un champ associé,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 31 021,Signification du champ associé,2 bits de long = 8 Renseignements sur la qualité sur 2 bits
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,3 01 011,"Année, mois, jour",
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,3 01 013,"Heure, minute, seconde",
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,3 01 021,Latitude/longitude (précision élevée),
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 07 010,Niveau de vol,Altitude pression
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 10 053,Altitude GNSS (Système mondial de navigation par satellite),
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 08 009,Phase de vol détaillée de l'aéronef,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 11 001,Direction du vent,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 11 002,Vitesse du vent,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 02 064,Qualité de l'angle de roulis de l'aéronef,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 11 100,Vitesse vraie de l'aéronef,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 11 101,Vitesse sol de l'aéronef (composante u),
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 11 102,Vitesse sol de l'aéronef (composante v),
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 11 103,Vitesse sol de l'aéronef (composante w),
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 11 104,"Cap vrai de l'aéronef, du navire ou de la plate-forme mobile",Cap vrai de l'aéronef
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 12 101,Température/température de l'air,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 02 170,Capteurs d'humidité de l'aéronef,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,2 01 144,Changer le champ de données,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,2 02 133,Changer d'échelle,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 13 002,Rapport de mélange,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,2 02 000,Changement d'échelle,Annuler
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,2 01 000,Changement du champ de données,Annuler
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,2 01 135,Changer le champ de données,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,2 02 130,Changer d'échelle,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 13 003,Humidité relative,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,2 02 000,Changement d'échelle,Annuler
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,2 01 000,Changement du champ de données,Annuler
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,1 01 000,Répétition différée de 1 descripteur,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 12 103,Point de rosée,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 33 026,Qualité de la mesure de l'humidité,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,1 01 000,Répétition différée de 1 descripteur,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 20 042,Givrage de la cellule,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,1 03 000,Répétition différée de 3 descripteurs,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 20 043,Teneur maximale en eau à l'état liquide,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 20 044,Teneur moyenne en eau à l'état liquide,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 20 045,Grosses gouttes d'eau surfondues,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,1 01 000,Répétition différée de 1 descripteur,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classics),3 11 010,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 33 025,Indicateur de valeurs ACARS interpolées,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,1 03 000,Répétition différée de 3 descripteurs,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 31 001,Facteur de répétition différée du descripteur,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 11 075,Intensité moyenne de la turbulence (taux de dissipation des tourbillons),
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 11 076,Intensité maximale de la turbulence (taux de dissipation des tourbillons),
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 11 039,Étalement dans le temps de l'apparition du taux maximal de dissipation des tourbillons,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,1 02 000,Répétition différée de 2 descripteurs,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 11 037,Indice de turbulence,Taux de dissipation des tourbillons
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 11 077,Intervalle d'enregistrement ou temps moyen pour établir le taux de dissipation des tourbillons,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,1 03 000,Répétition différée de 3 descripteurs,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 31 000,Facteur de répétition légèrement différée du descripteur,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 11 034,Vitesse des rafales verticales,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 11 035,Accélération des rafales verticales,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 11 036,Équivalent maximal dérivé de la vitesse des rafales verticales,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,2 04 000,Ajout d'un champ associé,Annuler
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,1 19 000,Répétition différée de 19 descripteurs,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 31 001,Facteur de répétition différée du descripteur,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,3 01 011,"Année, mois, jour",
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,3 01 013,"Heure, minute, seconde",
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,3 01 021,Latitude/longitude (précision élevée),
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 07 007,Hauteur,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 11 105,Version de l'algorithme du taux de dissipation des tourbillons,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,2 04 007,Ajouter un champ associé,7 bits de long = 7 Degré de confiance
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 31 021,Signification du champ associé,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 11 076,Intensité maximale de la turbulence (taux de dissipation des tourbillons),
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 11 075,Intensité moyenne de la turbulence (taux de dissipation des tourbillons),
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,2 04 000,Ajout d'un champ associé,Annuler
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 11 106,Niveau de confiance minimum associé au fonctionnement,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 11 107,Nombre maximum d'entrées fausses,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 11 108,Localisation de la valeur de crête,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 11 109,Nombre de valeurs justes du taux de dissipation des tourbillons,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 12 101,Température/température de l'air,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 11 001,Direction du vent,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,2 01 130,Changer le champ de données,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,0 11 084,Vitesse du vent,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 010,2 01 000,Changement du champ de données,Annuler
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,0 01 023,"(Modèle IAGOS pour une seule observation), version 2 Numéro de la séquence d'observations",
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,0 08 004,Phase de vol de l'aéronef,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,3 01 011,"Année, mois, jour",
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,3 01 013,"Heure, minute, seconde",
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,0 05 002,Latitude (faible précision),
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,0 06 002,Longitude (faible précision),
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,0 07 004,Pression,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,0 11 001,Direction du vent,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,0 11 002,Vitesse du vent,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,0 12 101,Température/température de l'air,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,1 06 000,Répétition différée de 6 descripteurs,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,0 31 001,Facteur de répétition différée du descripteur,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,0 08 046,Type de constituants chimiques ou physiques de l'atmosphère,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,2 01 139,Changer le champ de données,20 bits de long Échelle: 7
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,2 02 126,Changer d'échelle,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,0 15 026,Concentration du polluant (mol mol⁻¹),
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,2 02 000,Changement d'échelle,Annuler
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,2 01 000,Changement du champ de données,Annuler
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,1 06 000,Répétition différée de 6 descripteurs,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,0 31 001,Facteur de répétition différée du descripteur,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,0 08 046,Type de constituants chimiques ou physiques de l'atmosphère,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,2 01 138,Changer le champ de données,19 bits de long Échelle: 11
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,2 02 130,Changer d'échelle,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,0 15 026,Concentration du polluant (mol mol⁻¹),
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,2 02 000,Changement d'échelle,Annuler
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,2 01 000,Changement du champ de données,Annuler
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,0 15 052,Log₁₀ de la concentration en nombre de particules d'aérosols de diamètre supérieur à 5 nm,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,0 15 053,Log₁₀ de la concentration en nombre de particules d'aérosols de diamètre supérieur à 14 nm,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,0 15 054,"Log₁₀ de la concentration en nombre de particules d'aérosols de diamètre compris entre 0,25 et 2,5 µm",
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,0 15 055,Proportion d'aérosols non volatils,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,0 07 004,Pression,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,0 07 004,Pression,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,0 13 099,Log₁₀ de la concentration intégrée de particules dans les nuages,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,0 13 100,Log₁₀ de la surface intégrée des particules dans les nuages,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 011,0 13 101,Log₁₀ du volume intégré des particules dans les nuages,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 012,3 01 150,(Modèle BUFR pour le profil des phases ascendante et descendante d'un vol d'aéronef avec la latitude et la longitude à chaque niveau) Identifiant du WIGOS,
Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),3 11 012,0 01 008,Numéro d'immatriculation de l'aéronef ou autre identification,
