TABLE_NAME,DESCRIPTEUR,SÉQUENCE DE DESCRIPTEURS,NOM DE L’ÉLÉMENT,DESCRIPTION DE L’ÉLÉMENT,NOM de L’ÉLÉMENT
Table D/02 BUFR,3 02 089,0 20 105,Dimension de l'essaim ou de la bande d'acridiens et durée du passage de l'essaim,SL
Table D/02 BUFR,3 02 089,0 20 106,Densité de la population d'acridiens,dL
Table D/02 BUFR,3 02 089,0 20 107,Direction du déplacement de l'essaim d'acridiens,DL
Table D/02 BUFR,3 02 089,0 20 108,Étendue de la végétation,Ve
Table D/02 BUFR,3 02 090,0 02 038,Méthode de mesure de la température et/ou de la salinité de l'eau,
Table D/02 BUFR,3 02 090,0 07 063,Profondeur sous la surface de la mer/ de l'eau (cm),Mesure de la température de surface de la mer
Table D/02 BUFR,3 02 090,0 22 045,Température de la mer/de l'eau,
Table D/02 BUFR,3 02 091,0 20 001,Visibilité horizontale,
Table D/02 BUFR,3 02 091,0 04 024,Période ou décalage dans le temps,
Table D/02 BUFR,3 02 091,0 13 011,Précipitations totales/valeur totale de l'équivalent en eau,
Table D/02 BUFR,3 02 092,0 11 104,"Cap vrai de l'aéronef, du navire ou de la plate-forme mobile",Cap vrai du navire
Table D/02 BUFR,3 02 092,0 01 012,Direction de déplacement de la plate-forme d'observation mobile,Trajectoire du navire par rapport au sol
Table D/02 BUFR,3 02 092,0 01 013,Vitesse de déplacement de la plate-forme d'observation mobile,Vitesse du navire par rapport au sol
Table D/02 BUFR,3 02 092,0 10 038,Hauteur maximale de la pontée au-dessus de la ligne de charge d'été,
Table D/02 BUFR,3 02 092,0 10 039,Écart entre le niveau de référence (ligne de charge d'été maximale) et le niveau réel de la mer,
Table D/02 BUFR,3 02 092,0 11 007,Direction du vent relatif (en degrés par rapport à la position de la proue),
Table D/02 BUFR,3 02 092,0 11 008,Vitesse du vent relatif,
Table D/02 BUFR,3 02 093,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),
Table D/02 BUFR,3 02 093,0 07 033,Hauteur du capteur au-dessus de la surface de l'eau,
Table D/02 BUFR,3 02 093,3 03 099,Métadonnées communes aux capteurs de température/d'humidité,
Table D/02 BUFR,3 02 093,0 12 101,Température/température de l'air,
Table D/02 BUFR,3 02 093,1 03 000,Répétition différée de 3 descripteurs,
Table D/02 BUFR,3 02 093,0 31 000,Facteur de répétition légèrement différée du descripteur,"Chiffré 0 si rien n'a changé par rapport aux valeurs précédentes, 1 en cas de changement"
Table D/02 BUFR,3 02 093,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),
Table D/02 BUFR,3 02 093,0 07 033,Hauteur du capteur au-dessus de la surface de l'eau,
Table D/02 BUFR,3 02 093,3 03 099,Métadonnées communes aux capteurs de température/d'humidité,
Table D/02 BUFR,3 02 093,0 02 039,Méthode de mesure de la température du thermomètre mouillé,
Table D/02 BUFR,3 02 093,0 02 097,Type de capteur d'humidité,Chiffré comme valeur manquante si le capteur d'humidité n'est pas un psychromètre
Table D/02 BUFR,3 02 093,0 03 024,Coefficient psychrométrique,
Table D/02 BUFR,3 02 093,0 03 021,Chauffage de l'hygromètre,
Table D/02 BUFR,3 02 093,0 12 102,Température du thermomètre mouillé,
Table D/02 BUFR,3 02 093,0 12 103,Point de rosée,
Table D/02 BUFR,3 02 093,0 13 003,Humidité relative,
Table D/02 BUFR,3 02 093,0 07 032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),Mis à valeur manquante (annuler)
Table D/02 BUFR,3 02 093,0 07 033,Hauteur du capteur au-dessus de la surface de l'eau,Mis à valeur manquante (annuler)
Table D/02 BUFR,3 02 093,3 03 099,Métadonnées communes aux capteurs de température/d'humidité,Tous les éléments successifs sont chiffrés comme valeur manquante (annuler)
Table D/02 BUFR,3 02 093,0 02 039,Méthode de mesure de la température du thermomètre mouillé,Mis à valeur manquante (annuler)
Table D/02 BUFR,3 02 093,0 02 097,Type de capteur d'humidité,Mis à valeur manquante (annuler)
Table D/02 BUFR,3 02 093,0 03 021,Chauffage de l'hygromètre,Mis à valeur manquante (annuler)
Table D/02 BUFR,3 02 093,0 03 024,Coefficient psychrométrique,Mis à valeur manquante (annuler)
Table D/02 BUFR,3 02 175,0 08 021,Caractéristique temporelle,
Table D/02 BUFR,3 02 175,0 04 025,Période ou décalage dans le temps,
Table D/02 BUFR,3 02 175,0 13 155,Intensité des précipitations (précision élevée),
Table D/02 BUFR,3 02 175,0 13 058,Diamètre des particules formant les précipitations,
Table D/02 BUFR,3 02 175,0 08 021,Caractéristique temporelle,
