TABLE_NAME,DESCRIPTEUR,SÉQUENCE DE DESCRIPTEURS,NOM DE L’ÉLÉMENT,DESCRIPTION DE L’ÉLÉMENT
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 078,0 08 041,Caractéristique des données,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 078,3 16 074,Indicateur GFA et emplacement du phénomène observé/prévu,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 078,0 33 042,Type de limite représentée par la valeur qui suit,= 0 Limite inférieure exclue
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 078,0 11 012,Vitesse du vent à 10 m,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 078,0 08 041,Caractéristique des données,Valeur manquante (annuler)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 078,0 08 079,Catégorie de produit,Mis à valeur manquante (annuler)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 079,0 08 079,(GFA - Cisaillement du vent à bas niveau) Catégorie de produit,"= 0 Normal, = 1 COR, = 2 AMD, = 3 COR AMD, = 4 CNL = 16 Phénomène"
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 079,0 08 011,Caractéristique météorologique,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 079,3 16 074,Indicateur GFA et emplacement du phénomène observé/prévu,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 079,0 20 023,Autres phénomènes météorologiques,Bit 12 = Cisaillement de vent
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 079,0 20 024,Intensité du phénomène,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 079,0 08 011,Caractéristique météorologique,Mis à valeur manquante (annuler)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 079,0 08 079,Catégorie de produit,Mis à valeur manquante (annuler)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 080,0 08 079,(GFA - Givrage) Catégorie de produit,"= 0 Normal, = 1 COR, = 2 AMD, = 3 COR AMD, = 4 CNL = 15 Givrage d'aéronef"
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 080,0 08 011,Caractéristique météorologique,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 080,3 16 074,Indicateur GFA et emplacement du phénomène observé/prévu,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 080,0 20 041,Givrage d'aéronef,= 4 Givrage modéré
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 080,0 08 011,Caractéristique météorologique,Mis à valeur manquante (annuler)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 080,0 08 079,Catégorie de produit,Mis à valeur manquante (annuler)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 081,0 08 079,(GFA - Isotherme 0 °C) Catégorie de produit,"= 0 Normal, = 1 COR, = 2 AMD, = 3 COR AMD, = 4 CNL"
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 081,0 08 041,Caractéristique des données,"= 11 Isotherme 0 °C, = 12 Zéros multiples"
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 081,3 16 074,Indicateur GFA et emplacement du phénomène observé/prévu,
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 081,0 08 041,Caractéristique des données,Mis à valeur manquante (annuler)
Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,3 16 081,0 08 079,Catégorie de produit,Mis à valeur manquante (annuler)
